A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	Autotransporter adhesin UpaG
Q2PZL6	PGA_scaffold142760__1_contigs__length_4892:729-3045	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold147130__1_contigs__length_5352:2159-4623	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold147131__1_contigs__length_4892:1847-4163	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold147132__1_contigs__length_5352:729-3193	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold147133__1_contigs__length_4892:729-3045	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold20206__1_contigs__length_4691:430-4428	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold227__1_contigs__length_76686:62037-70466	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold28127__1_contigs__length_7263:1355-4302	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold28658__1_contigs__length_7565:6910-7216	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold3537__1_contigs__length_6380:1222-4094	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold6__104_contigs__length_61759565:54699152-54713358	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold84573__1_contigs__length_23033:4532-15531	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2PZL6	PGA_scaffold84574__1_contigs__length_23033:7502-18501	Protocadherin Fat 4 (FAT tumor suppressor homolog 4) (Fat-like cadherin protein FAT-J)
Q2Q0I9	PGA_scaffold68660__1_contigs__length_6744:139-3735	Fibronectin type III domain-containing protein 1 (Activator of G-protein signaling 8)
Q2QCI8	PGA_scaffold28667__1_contigs__length_29584:8023-13019	Mediator of RNA polymerase II transcription subunit 12 (Mediator complex subunit 12) (Protein kohtalo) (Protein motionless) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230)
Q2QCI8	PGA_scaffold28667__1_contigs__length_29584:8212-12972	Mediator of RNA polymerase II transcription subunit 12 (Mediator complex subunit 12) (Protein kohtalo) (Protein motionless) (Thyroid hormone receptor-associated protein complex 230 kDa component) (Trap230)
Q2QDF6	PGA_scaffold219062__1_contigs__length_2234:772-2233	Steroid 5-alpha-reductase DET2 (GhDET2) (EC 1.3.1.22)
Q2QDF6	PGA_scaffold219063__1_contigs__length_2288:774-2288	Steroid 5-alpha-reductase DET2 (GhDET2) (EC 1.3.1.22)
Q2QDF6	PGA_scaffold219064__1_contigs__length_2234:1-1462	Steroid 5-alpha-reductase DET2 (GhDET2) (EC 1.3.1.22)
Q2QDF6	PGA_scaffold219065__1_contigs__length_2288:0-1514	Steroid 5-alpha-reductase DET2 (GhDET2) (EC 1.3.1.22)
Q2QDF6	PGA_scaffold225503__1_contigs__length_2234:772-2233	Steroid 5-alpha-reductase DET2 (GhDET2) (EC 1.3.1.22)
Q2QDF6	PGA_scaffold225504__1_contigs__length_2288:774-2288	Steroid 5-alpha-reductase DET2 (GhDET2) (EC 1.3.1.22)
Q2QDF6	PGA_scaffold225505__1_contigs__length_2234:1-1462	Steroid 5-alpha-reductase DET2 (GhDET2) (EC 1.3.1.22)
Q2QDF6	PGA_scaffold225506__1_contigs__length_2288:0-1514	Steroid 5-alpha-reductase DET2 (GhDET2) (EC 1.3.1.22)
Q2QLF8	PGA_scaffold63750__1_contigs__length_25143:10058-10163	Cortactin-binding protein 2 (CortBP2)
Q2QLF8	PGA_scaffold63750__1_contigs__length_25143:19008-19113	Cortactin-binding protein 2 (CortBP2)
Q2T9T0	PGA_scaffold3__111_contigs__length_57743597:40311963-40333756	Protein phosphatase 1 regulatory subunit 32
Q2T9T9	PGA_scaffold67598__1_contigs__length_15870:602-5800	F-box/WD repeat-containing protein 9 (F-box and WD-40 domain-containing protein 9)
Q2TA40	PGA_scaffold169825__1_contigs__length_3508:1719-2522	Nucleosome assembly protein 1-like 4
Q2TA40	PGA_scaffold169827__1_contigs__length_3508:986-1789	Nucleosome assembly protein 1-like 4
Q2TA40	PGA_scaffold169829__1_contigs__length_3783:1948-2750	Nucleosome assembly protein 1-like 4
Q2TA40	PGA_scaffold169832__1_contigs__length_3783:1033-1835	Nucleosome assembly protein 1-like 4
Q2TA40	PGA_scaffold91153__1_contigs__length_3508:986-1789	Nucleosome assembly protein 1-like 4
Q2TA40	PGA_scaffold91155__1_contigs__length_3508:1719-2522	Nucleosome assembly protein 1-like 4
Q2TA40	PGA_scaffold91157__1_contigs__length_3783:1033-1835	Nucleosome assembly protein 1-like 4
Q2TA40	PGA_scaffold91160__1_contigs__length_3783:1948-2750	Nucleosome assembly protein 1-like 4
Q2TAA2	PGA_scaffold195392__1_contigs__length_10413:867-1728	Isoamyl acetate-hydrolyzing esterase 1 homolog (EC 3.1.-.-)
Q2TAA2	PGA_scaffold195393__1_contigs__length_10413:8685-9546	Isoamyl acetate-hydrolyzing esterase 1 homolog (EC 3.1.-.-)
Q2TAA2	PGA_scaffold195395__1_contigs__length_5561:896-1760	Isoamyl acetate-hydrolyzing esterase 1 homolog (EC 3.1.-.-)
Q2TAA2	PGA_scaffold195397__1_contigs__length_5561:3801-4665	Isoamyl acetate-hydrolyzing esterase 1 homolog (EC 3.1.-.-)
Q2TAA5	PGA_scaffold4__129_contigs__length_65288255:8398225-8400829	GDP-Man:Man(3)GlcNAc(2)-PP-Dol alpha-1,2-mannosyltransferase (EC 2.4.1.131) (Asparagine-linked glycosylation protein 11 homolog) (Glycolipid 2-alpha-mannosyltransferase)
Q2TAA8	PGA_scaffold35727__1_contigs__length_16227:1567-12291	Translin-associated factor X-interacting protein 1 (Trax-interacting protein 1)
Q2TAA8	PGA_scaffold38204__1_contigs__length_13006:948-12087	Translin-associated factor X-interacting protein 1 (Trax-interacting protein 1)
Q2TAC6	PGA_scaffold309422__1_contigs__length_3846:1143-1455	Kinesin-like protein KIF19
Q2TAC6	PGA_scaffold309423__1_contigs__length_3823:1181-1493	Kinesin-like protein KIF19
Q2TAC6	PGA_scaffold309424__1_contigs__length_3846:2391-2703	Kinesin-like protein KIF19
Q2TAC6	PGA_scaffold309425__1_contigs__length_3823:2330-2642	Kinesin-like protein KIF19
Q2TAC6	PGA_scaffold309490__1_contigs__length_3846:1143-1455	Kinesin-like protein KIF19
Q2TAC6	PGA_scaffold309491__1_contigs__length_3823:1181-1493	Kinesin-like protein KIF19
Q2TAC6	PGA_scaffold309492__1_contigs__length_3846:2391-2703	Kinesin-like protein KIF19
Q2TAC6	PGA_scaffold309493__1_contigs__length_3823:2330-2642	Kinesin-like protein KIF19
Q2TAL5	PGA_scaffold6__104_contigs__length_61759565:27495833-27508440	Smoothelin-like protein 2
Q2TBE0	PGA_scaffold4__129_contigs__length_65288255:29895281-29907390	CWF19-like protein 2
Q2TBG8	PGA_scaffold4__129_contigs__length_65288255:12642121-12647466	Ubiquitin carboxyl-terminal hydrolase isozyme L3 (UCH-L3) (EC 3.4.19.12) (Ubiquitin thioesterase L3)
Q2TBI2	PGA_scaffold11184__1_contigs__length_8239:3588-3906	THAP domain-containing protein 4
Q2TBI2	PGA_scaffold28556__1_contigs__length_5089:1678-1999	THAP domain-containing protein 4
Q2TBI2	PGA_scaffold40922__1_contigs__length_3948:187-529	THAP domain-containing protein 4
Q2TBI2	PGA_scaffold6__104_contigs__length_61759565:54882372-54882747	THAP domain-containing protein 4
Q2TBL4	PGA_scaffold43079__1_contigs__length_15800:831-6415	DNA-directed RNA polymerase III subunit RPC3 (RNA polymerase III subunit C3) (DNA-directed RNA polymerase III subunit C)
Q2TBL6	PGA_scaffold3__111_contigs__length_57743597:132732-155208	Transaldolase (EC 2.2.1.2)
Q2TBQ9	PGA_scaffold222067__1_contigs__length_2745:0-2246	Kinesin light chain 3
Q2TBQ9	PGA_scaffold222069__1_contigs__length_2745:499-2745	Kinesin light chain 3
Q2TBQ9	PGA_scaffold223145__1_contigs__length_2745:0-2246	Kinesin light chain 3
Q2TBQ9	PGA_scaffold223147__1_contigs__length_2745:499-2745	Kinesin light chain 3
Q2TBW0	PGA_scaffold42563__1_contigs__length_2200:0-643	Ataxin-10 (Spinocerebellar ataxia type 10 protein homolog)
Q2TGI8	PGA_scaffold303927__1_contigs__length_3877:536-1726	Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22)
Q2TGI8	PGA_scaffold303930__1_contigs__length_3829:536-1726	Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22)
Q2TGI8	PGA_scaffold303937__1_contigs__length_3877:2151-3341	Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22)
Q2TGI8	PGA_scaffold303940__1_contigs__length_3829:2103-3293	Palmitoyltransferase ZDHHC22 (EC 2.3.1.225) (Zinc finger DHHC domain-containing protein 22) (DHHC-22) (zDHHC22)
Q2TNK5	PGA_scaffold22537__1_contigs__length_1501:969-1107	Angiopoietin-related protein 4 (Angiopoietin-like protein 4)
Q2TNK5	PGA_scaffold261323__1_contigs__length_5734:86-1746	Angiopoietin-related protein 4 (Angiopoietin-like protein 4)
Q2TNK5	PGA_scaffold261324__1_contigs__length_5734:3988-5648	Angiopoietin-related protein 4 (Angiopoietin-like protein 4)
Q2TNK5	PGA_scaffold261433__1_contigs__length_5734:86-1746	Angiopoietin-related protein 4 (Angiopoietin-like protein 4)
Q2TNK5	PGA_scaffold261434__1_contigs__length_5734:3988-5648	Angiopoietin-related protein 4 (Angiopoietin-like protein 4)
Q2VLG4	PGA_scaffold22117__1_contigs__length_6509:431-5787	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]
Q2VLG4	PGA_scaffold22118__1_contigs__length_6337:521-5559	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]
Q2VLG4	PGA_scaffold22389__1_contigs__length_6509:431-5787	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]
Q2VLG4	PGA_scaffold22390__1_contigs__length_6337:521-5559	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]
Q2VLG6	PGA_scaffold57599__1_contigs__length_8636:6301-7827	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]
Q2VLH6	PGA_scaffold29645__1_contigs__length_4002:476-3281	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]
Q2VLH6	PGA_scaffold68204__1_contigs__length_21746:1826-11179	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]
Q2VLH6	PGA_scaffold70345__1_contigs__length_10857:7605-9499	Scavenger receptor cysteine-rich type 1 protein M130 (CD antigen CD163) [Cleaved into: Soluble CD163 (sCD163)]
Q2VPA6	PGA_scaffold12__71_contigs__length_50438331:21478038-21486446	Helicase POLQ-like (EC 3.6.4.12) (Mus308-like helicase) (POLQ-like helicase)
Q2VPA6	PGA_scaffold22325__1_contigs__length_1964:35-1245	Helicase POLQ-like (EC 3.6.4.12) (Mus308-like helicase) (POLQ-like helicase)
Q2VPA6	PGA_scaffold39361__1_contigs__length_18691:2155-11417	Helicase POLQ-like (EC 3.6.4.12) (Mus308-like helicase) (POLQ-like helicase)
Q2VPL9	PGA_scaffold18198__1_contigs__length_1626:1090-1267	Protein FAM221A
Q2VPL9	PGA_scaffold40450__1_contigs__length_5908:381-558	Protein FAM221A
Q2VWH6	PGA_scaffold12__71_contigs__length_50438331:22172536-22177691	Fez family zinc finger protein 2 (Forebrain embryonic zinc finger-like protein 2) (Zinc finger protein 312) (Zinc finger protein Fez-like)
Q2XWK0	PGA_scaffold6__104_contigs__length_61759565:5413682-5443341	Synaptic vesicle 2-related protein (SV2-related protein)
Q2YDC9	PGA_scaffold214100__1_contigs__length_2565:642-1221	Programmed cell death protein 2
Q2YDC9	PGA_scaffold214101__1_contigs__length_2408:663-1242	Programmed cell death protein 2
Q2YDC9	PGA_scaffold214104__1_contigs__length_2565:1344-1923	Programmed cell death protein 2
Q2YDC9	PGA_scaffold214105__1_contigs__length_2408:1166-1745	Programmed cell death protein 2
Q2YDC9	PGA_scaffold221112__1_contigs__length_2565:642-1221	Programmed cell death protein 2
Q2YDC9	PGA_scaffold221113__1_contigs__length_2408:663-1242	Programmed cell death protein 2
Q2YDC9	PGA_scaffold221116__1_contigs__length_2565:1344-1923	Programmed cell death protein 2
Q2YDC9	PGA_scaffold221117__1_contigs__length_2408:1166-1745	Programmed cell death protein 2
Q2YDF6	PGA_scaffold3__111_contigs__length_57743597:56574660-56590450	28S ribosomal protein S35, mitochondrial (MRP-S35) (S35mt) (28S ribosomal protein S28, mitochondrial) (MRP-S28) (S28mt)
Q2YDK0	PGA_scaffold3__111_contigs__length_57743597:9935833-9946896	Four and a half LIM domains protein 5 (FHL-5)
Q2YDM5	PGA_scaffold164234__1_contigs__length_7123:2557-2806	Testis, prostate and placenta-expressed protein
Q2YDM5	PGA_scaffold164236__1_contigs__length_7123:4317-4566	Testis, prostate and placenta-expressed protein
Q2YDM5	PGA_scaffold164237__1_contigs__length_7047:2414-2801	Testis, prostate and placenta-expressed protein
Q2YDM5	PGA_scaffold164239__1_contigs__length_7047:4246-4633	Testis, prostate and placenta-expressed protein
Q2YDP8	PGA_scaffold12__71_contigs__length_50438331:14836097-14853741	Threonine synthase-like 2 (TSH2) (EC 4.2.3.-)
Q2YGT9	PGA_scaffold6__104_contigs__length_61759565:3611906-3618650	60S ribosomal protein L6
Q304B9	PGA_scaffold130634__1_contigs__length_8712:585-7631	Neutral ceramidase 2 (AtNCER2) (N-CDase 2) (NCDase 2) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2)
Q304B9	PGA_scaffold130635__1_contigs__length_8712:1081-8127	Neutral ceramidase 2 (AtNCER2) (N-CDase 2) (NCDase 2) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2)
Q304B9	PGA_scaffold130636__1_contigs__length_7519:787-6447	Neutral ceramidase 2 (AtNCER2) (N-CDase 2) (NCDase 2) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2)
Q304B9	PGA_scaffold130639__1_contigs__length_7519:1072-6732	Neutral ceramidase 2 (AtNCER2) (N-CDase 2) (NCDase 2) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2)
Q304B9	PGA_scaffold156806__1_contigs__length_8712:585-7631	Neutral ceramidase 2 (AtNCER2) (N-CDase 2) (NCDase 2) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2)
Q304B9	PGA_scaffold156807__1_contigs__length_8712:1081-8127	Neutral ceramidase 2 (AtNCER2) (N-CDase 2) (NCDase 2) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2)
Q304B9	PGA_scaffold156808__1_contigs__length_7519:787-6447	Neutral ceramidase 2 (AtNCER2) (N-CDase 2) (NCDase 2) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2)
Q304B9	PGA_scaffold156811__1_contigs__length_7519:1072-6732	Neutral ceramidase 2 (AtNCER2) (N-CDase 2) (NCDase 2) (EC 3.5.1.23) (Acylsphingosine deacylase 2) (N-acylsphingosine amidohydrolase 2)
Q32KD2	PGA_scaffold74024__1_contigs__length_20081:4373-6157	Histone-lysine N-methyltransferase eggless (EC 2.1.1.43) (SETDB1 homolog)
Q32KD2	PGA_scaffold74026__1_contigs__length_19351:4600-6217	Histone-lysine N-methyltransferase eggless (EC 2.1.1.43) (SETDB1 homolog)
Q32KD2	PGA_scaffold74036__1_contigs__length_20081:13924-15708	Histone-lysine N-methyltransferase eggless (EC 2.1.1.43) (SETDB1 homolog)
Q32KD2	PGA_scaffold74038__1_contigs__length_19351:13134-14751	Histone-lysine N-methyltransferase eggless (EC 2.1.1.43) (SETDB1 homolog)
Q32KJ8	PGA_scaffold52475__1_contigs__length_6030:539-4353	Arylsulfatase I (ASI) (EC 3.1.6.-)
Q32KJ8	PGA_scaffold71633__1_contigs__length_6676:2262-3615	Arylsulfatase I (ASI) (EC 3.1.6.-)
Q32KL9	PGA_scaffold260059__1_contigs__length_2539:2286-2538	B-cell receptor-associated protein 29 (BCR-associated protein 29) (Bap29)
Q32KL9	PGA_scaffold260060__1_contigs__length_2539:1-253	B-cell receptor-associated protein 29 (BCR-associated protein 29) (Bap29)
Q32KN8	PGA_scaffold32345__1_contigs__length_8865:2213-4062	Tubulin alpha-3 chain (Alpha-tubulin 3) [Cleaved into: Detyrosinated tubulin alpha-3 chain]
Q32KN8	PGA_scaffold33359__1_contigs__length_3775:417-723	Tubulin alpha-3 chain (Alpha-tubulin 3) [Cleaved into: Detyrosinated tubulin alpha-3 chain]
Q32KN8	PGA_scaffold45723__1_contigs__length_1947:1041-1945	Tubulin alpha-3 chain (Alpha-tubulin 3) [Cleaved into: Detyrosinated tubulin alpha-3 chain]
Q32KV6	PGA_scaffold12__71_contigs__length_50438331:22335547-22348267	Nucleotide exchange factor SIL1
Q32KV6	PGA_scaffold53550__1_contigs__length_11216:3019-10323	Nucleotide exchange factor SIL1
Q32KW9	PGA_scaffold58158__1_contigs__length_13122:9132-9507	Interferon-inducible GTPase 5 (EC 3.6.5.-) (Immunity-related GTPase cinema 1)
Q32L08	PGA_scaffold3__111_contigs__length_57743597:47557851-47574209	Protein AMN1 homolog
Q32L60	PGA_scaffold71359__1_contigs__length_14289:2061-4206	E3 ubiquitin-protein ligase TRIM13 (EC 2.3.2.27) (Putative tumor suppressor RFP2) (RING-type E3 ubiquitin transferase TRIM13) (Ret finger protein 2) (Tripartite motif-containing protein 13)
Q32L93	PGA_scaffold28738__1_contigs__length_6292:82-5459	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)
Q32L93	PGA_scaffold447__1_contigs__length_52487:41851-52180	GMP reductase 2 (GMPR 2) (EC 1.7.1.7) (Guanosine 5'-monophosphate oxidoreductase 2) (Guanosine monophosphate reductase 2)
Q32LC9	PGA_scaffold4__129_contigs__length_65288255:56562552-56571234	Zinc finger protein 330 (Nucleolar autoantigen 36)
Q32LE3	PGA_scaffold4__129_contigs__length_65288255:61172360-61179294	Centrin-1
Q32M45	PGA_scaffold4__129_contigs__length_65288255:25719151-25751097	Anoctamin-4 (Transmembrane protein 16D)
Q32NV1	PGA_scaffold12__71_contigs__length_50438331:47345558-47353348	Cytoplasmic tRNA 2-thiolation protein 2-B
Q32PF0	PGA_scaffold491__1_contigs__length_26566:7338-14221	Transmembrane protein 201
Q32PL1	PGA_scaffold211495__1_contigs__length_11102:19-5800	Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22)
Q32PL1	PGA_scaffold211497__1_contigs__length_11102:5302-11083	Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22)
Q32PL1	PGA_scaffold218069__1_contigs__length_11102:19-5800	Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22)
Q32PL1	PGA_scaffold218071__1_contigs__length_11102:5302-11083	Protein phosphatase 1 regulatory subunit 7 (Protein phosphatase 1 regulatory subunit 22)
Q339X2	PGA_scaffold6__104_contigs__length_61759565:43674395-43677470	Beta-glucosidase 34 (Os10bglu34) (EC 3.2.1.21)
Q33DR3	PGA_scaffold3__111_contigs__length_57743597:32332803-32346355	Decaprenyl-diphosphate synthase subunit 2 (EC 2.5.1.91) (All-trans-decaprenyl-diphosphate synthase subunit 2) (Decaprenyl pyrophosphate synthase subunit 2) (Solanesyl-diphosphate synthase subunit 2)
Q37546	PGA_scaffold43444__1_contigs__length_1152:553-940	NADH-ubiquinone oxidoreductase chain 1 (EC 1.6.5.3) (NADH dehydrogenase subunit 1)
Q383A1	PGA_scaffold51905__1_contigs__length_15231:7765-7987	ATP-dependent DNA helicase PIF3 (EC 3.6.4.12) (DNA repair and recombination helicase PIF3)
Q38PU7	PGA_scaffold4__129_contigs__length_65288255:18764372-18779282	Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)
Q38PU7	PGA_scaffold4__129_contigs__length_65288255:5909974-5921626	Glutamate receptor 2 (GluR-2) (AMPA-selective glutamate receptor 2) (GluR-B) (GluR-K2) (Glutamate receptor ionotropic, AMPA 2) (GluA2)
Q3ARF9	PGA_scaffold12__71_contigs__length_50438331:32163748-32163979	UDP-3-O-acylglucosamine N-acyltransferase (EC 2.3.1.-)
Q3B7T1	PGA_scaffold12__71_contigs__length_50438331:44133393-44138601	Erythroid differentiation-related factor 1
Q3HNM7	PGA_scaffold3__111_contigs__length_57743597:13511025-13524896	Protein inscuteable homolog (Minsc)
Q3KJD8	PGA_scaffold12__71_contigs__length_50438331:8179837-8182000	Glucans biosynthesis glucosyltransferase H (EC 2.4.1.-)
Q3KNS1	PGA_scaffold14022__1_contigs__length_2230:339-2228	Patched domain-containing protein 3 (Patched-related protein)
Q3KNS1	PGA_scaffold24168__1_contigs__length_7007:0-861	Patched domain-containing protein 3 (Patched-related protein)
Q3KNS1	PGA_scaffold57714__1_contigs__length_29175:2-10117	Patched domain-containing protein 3 (Patched-related protein)
Q3KNS1	PGA_scaffold71029__1_contigs__length_9975:3218-4936	Patched domain-containing protein 3 (Patched-related protein)
Q3KNS6	PGA_scaffold182725__1_contigs__length_2992:1025-1250	Zinc finger protein 829
Q3KNS6	PGA_scaffold182727__1_contigs__length_2992:1742-1967	Zinc finger protein 829
Q3KNS6	PGA_scaffold221281__1_contigs__length_2992:1025-1250	Zinc finger protein 829
Q3KNS6	PGA_scaffold221283__1_contigs__length_2992:1742-1967	Zinc finger protein 829
Q3KNW5	PGA_scaffold54871__1_contigs__length_9947:7149-9664	Solute carrier family 10 member 6 (Sodium-dependent organic anion transporter)
