A0A0H2VCA1	PGA_scaffold53906__1_contigs__length_4067:460-2508	GO:0009279; GO:0009405; GO:0009986; GO:0016021
Q28178	PGA_scaffold77838__1_contigs__length_2773:162-972	GO:0005509; GO:0005615; GO:0005783; GO:0006954; GO:0006986; GO:0007155; GO:0008201; GO:0016525; GO:0016529; GO:0034976; GO:0048266; GO:0050840
Q28178	PGA_scaffold77839__1_contigs__length_2773:1801-2611	GO:0005509; GO:0005615; GO:0005783; GO:0006954; GO:0006986; GO:0007155; GO:0008201; GO:0016525; GO:0016529; GO:0034976; GO:0048266; GO:0050840
Q28199	PGA_scaffold3__111_contigs__length_57743597:31572784-31573759	GO:0001764; GO:0005509; GO:0005634; GO:0005654; GO:0005737; GO:0005886; GO:0007158; GO:0007213; GO:0007411; GO:0007413; GO:0007420; GO:0009790; GO:0014069; GO:0016020; GO:0016301; GO:0016533; GO:0016534; GO:0018107; GO:0019901; GO:0021549; GO:0021722; GO:0021766; GO:0021819; GO:0030182; GO:0030424; GO:0030425; GO:0030426; GO:0030517; GO:0031175; GO:0031594; GO:0032956; GO:0035235; GO:0042501; GO:0043025; GO:0043197; GO:0043292; GO:0043525; GO:0043539; GO:0045296; GO:0045892; GO:0048013; GO:0048471; GO:0048511; GO:0061001; GO:0070507; GO:0071158; GO:0090314
Q28199	PGA_scaffold3__111_contigs__length_57743597:31730295-31731270	GO:0001764; GO:0005509; GO:0005634; GO:0005654; GO:0005737; GO:0005886; GO:0007158; GO:0007213; GO:0007411; GO:0007413; GO:0007420; GO:0009790; GO:0014069; GO:0016020; GO:0016301; GO:0016533; GO:0016534; GO:0018107; GO:0019901; GO:0021549; GO:0021722; GO:0021766; GO:0021819; GO:0030182; GO:0030424; GO:0030425; GO:0030426; GO:0030517; GO:0031175; GO:0031594; GO:0032956; GO:0035235; GO:0042501; GO:0043025; GO:0043197; GO:0043292; GO:0043525; GO:0043539; GO:0045296; GO:0045892; GO:0048013; GO:0048471; GO:0048511; GO:0061001; GO:0070507; GO:0071158; GO:0090314
Q28295	PGA_scaffold50725__1_contigs__length_39725:25195-26356	GO:0001948; GO:0002020; GO:0005178; GO:0005518; GO:0005576; GO:0005578; GO:0005783; GO:0007155; GO:0007596; GO:0007599; GO:0019865; GO:0030168; GO:0031012; GO:0031589; GO:0033093; GO:0042803; GO:0047485; GO:0051087; GO:0051260
Q28295	PGA_scaffold65717__1_contigs__length_15161:4565-5557	GO:0001948; GO:0002020; GO:0005178; GO:0005518; GO:0005576; GO:0005578; GO:0005783; GO:0007155; GO:0007596; GO:0007599; GO:0019865; GO:0030168; GO:0031012; GO:0031589; GO:0033093; GO:0042803; GO:0047485; GO:0051087; GO:0051260
Q28298	PGA_scaffold18__69_contigs__length_27737463:13212698-13213198	GO:0004872; GO:0005840; GO:0006412; GO:0007165; GO:0015031; GO:0030176
Q28298	PGA_scaffold3__111_contigs__length_57743597:35677573-35677873	GO:0004872; GO:0005840; GO:0006412; GO:0007165; GO:0015031; GO:0030176
Q28558	PGA_scaffold12__71_contigs__length_50438331:39362281-39365360	GO:0005886; GO:0008502; GO:0016021
Q28559	PGA_scaffold3__111_contigs__length_57743597:14586601-14590198	GO:0003989; GO:0004075; GO:0005524; GO:0005829; GO:0006084; GO:0006633; GO:0046872; GO:0051289; GO:2001295
Q28658	PGA_scaffold10286__1_contigs__length_1278:1-560	GO:0005737; GO:0031424
Q28658	PGA_scaffold131275__1_contigs__length_2294:1373-1921	GO:0005737; GO:0031424
Q28658	PGA_scaffold131276__1_contigs__length_2855:932-1478	GO:0005737; GO:0031424
Q28658	PGA_scaffold131278__1_contigs__length_2294:374-945	GO:0005737; GO:0031424
Q28658	PGA_scaffold131279__1_contigs__length_2855:1377-1923	GO:0005737; GO:0031424
Q28658	PGA_scaffold166318__1_contigs__length_2294:1373-1921	GO:0005737; GO:0031424
Q28658	PGA_scaffold166319__1_contigs__length_2855:932-1478	GO:0005737; GO:0031424
Q28658	PGA_scaffold166321__1_contigs__length_2294:374-945	GO:0005737; GO:0031424
Q28658	PGA_scaffold166322__1_contigs__length_2855:1377-1923	GO:0005737; GO:0031424
Q28658	PGA_scaffold18__69_contigs__length_27737463:8090940-8091571	GO:0005737; GO:0031424
Q28658	PGA_scaffold18__69_contigs__length_27737463:8420362-8420993	GO:0005737; GO:0031424
Q28658	PGA_scaffold229644__1_contigs__length_1438:35-470	GO:0005737; GO:0031424
Q28658	PGA_scaffold25893__1_contigs__length_5191:3-354	GO:0005737; GO:0031424
Q28658	PGA_scaffold34443__1_contigs__length_1174:142-1117	GO:0005737; GO:0031424
Q28658	PGA_scaffold3__111_contigs__length_57743597:45450702-45451527	GO:0005737; GO:0031424
Q28658	PGA_scaffold6__104_contigs__length_61759565:35012680-35013070	GO:0005737; GO:0031424
Q28727	PGA_scaffold459__1_contigs__length_21123:13485-18950	GO:0005902; GO:0008508; GO:0016021; GO:0016324
Q28727	PGA_scaffold66713__1_contigs__length_84867:43553-44698	GO:0005902; GO:0008508; GO:0016021; GO:0016324
Q28728	PGA_scaffold12__71_contigs__length_50438331:48916492-48918307	GO:0006814; GO:0006915; GO:0008643; GO:0015293; GO:0016021
Q28728	PGA_scaffold205108__1_contigs__length_2193:186-1174	GO:0006814; GO:0006915; GO:0008643; GO:0015293; GO:0016021
Q28728	PGA_scaffold205109__1_contigs__length_2193:1019-2007	GO:0006814; GO:0006915; GO:0008643; GO:0015293; GO:0016021
Q28728	PGA_scaffold273895__1_contigs__length_2193:1019-2007	GO:0006814; GO:0006915; GO:0008643; GO:0015293; GO:0016021
Q28728	PGA_scaffold273896__1_contigs__length_2193:186-1174	GO:0006814; GO:0006915; GO:0008643; GO:0015293; GO:0016021
Q28728	PGA_scaffold37339__1_contigs__length_3066:960-2287	GO:0006814; GO:0006915; GO:0008643; GO:0015293; GO:0016021
Q28728	PGA_scaffold39403__1_contigs__length_3923:619-2521	GO:0006814; GO:0006915; GO:0008643; GO:0015293; GO:0016021
Q28728	PGA_scaffold4__129_contigs__length_65288255:64822824-64837893	GO:0006814; GO:0006915; GO:0008643; GO:0015293; GO:0016021
Q28824	PGA_scaffold295198__1_contigs__length_4035:271-992	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold295199__1_contigs__length_4035:3043-3764	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold295200__1_contigs__length_4093:271-992	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold295201__1_contigs__length_4093:3101-3822	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold307074__1_contigs__length_11580:566-1298	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold307075__1_contigs__length_11580:10282-11014	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold307080__1_contigs__length_10897:566-1298	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold307081__1_contigs__length_10897:9599-10331	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold33812__1_contigs__length_1273:241-504	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold47508__1_contigs__length_2597:2042-2282	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold53191__1_contigs__length_2178:2025-2174	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold55951__1_contigs__length_2920:4-207	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold65366__1_contigs__length_5894:5215-5410	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold67346__1_contigs__length_32090:26529-26715	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28824	PGA_scaffold68075__1_contigs__length_25456:2887-14364	GO:0003779; GO:0004687; GO:0005516; GO:0005524; GO:0005737; GO:0005856; GO:0030027; GO:0032154; GO:0046872
Q28944	PGA_scaffold18__69_contigs__length_27737463:17182051-17191570	GO:0004197; GO:0005615; GO:0005764; GO:0051603; GO:0070062
Q28C22	PGA_scaffold6__104_contigs__length_61759565:42971208-42977096	GO:0005506; GO:0016705; GO:0031418; GO:0051213
Q28CH8	PGA_scaffold4__129_contigs__length_65288255:40769870-40777604	GO:0016021
Q28DR4	PGA_scaffold306749__1_contigs__length_4243:864-1176	GO:0000788; GO:0003677; GO:0006334; GO:0006352; GO:0042393; GO:0046982
Q28DR4	PGA_scaffold306752__1_contigs__length_4219:860-1172	GO:0000788; GO:0003677; GO:0006334; GO:0006352; GO:0042393; GO:0046982
Q28DR4	PGA_scaffold306757__1_contigs__length_4243:3067-3379	GO:0000788; GO:0003677; GO:0006334; GO:0006352; GO:0042393; GO:0046982
Q28DR4	PGA_scaffold306760__1_contigs__length_4219:3047-3359	GO:0000788; GO:0003677; GO:0006334; GO:0006352; GO:0042393; GO:0046982
Q28E45	PGA_scaffold4__129_contigs__length_65288255:36413708-36428225	GO:0003688; GO:0003697; GO:0005634; GO:0006270; GO:0006974; GO:0031298; GO:0046872
Q28E95	PGA_scaffold4__129_contigs__length_65288255:5863321-5890473	GO:0005794; GO:0006915; GO:0016567; GO:0016740; GO:0030027; GO:0046328; GO:0046872; GO:0048471
Q28ES4	PGA_scaffold6__104_contigs__length_61759565:8338465-8356336	GO:0008514; GO:0016021
Q28EX9	PGA_scaffold127639__1_contigs__length_9168:921-6942	GO:0004722; GO:0005634
Q28EX9	PGA_scaffold127640__1_contigs__length_7970:889-5742	GO:0004722; GO:0005634
Q28EX9	PGA_scaffold127643__1_contigs__length_9168:2226-8247	GO:0004722; GO:0005634
Q28EX9	PGA_scaffold127644__1_contigs__length_7970:2228-7081	GO:0004722; GO:0005634
Q28EX9	PGA_scaffold158202__1_contigs__length_9168:921-6942	GO:0004722; GO:0005634
Q28EX9	PGA_scaffold158203__1_contigs__length_9168:2226-8247	GO:0004722; GO:0005634
Q28EX9	PGA_scaffold158204__1_contigs__length_7970:889-5742	GO:0004722; GO:0005634
Q28EX9	PGA_scaffold158207__1_contigs__length_7970:2228-7081	GO:0004722; GO:0005634
Q28F07	PGA_scaffold201364__1_contigs__length_10930:4751-10653	GO:0003713; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0006479; GO:0007552; GO:0008170; GO:0008469; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035242; GO:0042054; GO:0043985; GO:0044020; GO:0045653; GO:0045893
Q28F07	PGA_scaffold201365__1_contigs__length_10930:277-6179	GO:0003713; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0006479; GO:0007552; GO:0008170; GO:0008469; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035242; GO:0042054; GO:0043985; GO:0044020; GO:0045653; GO:0045893
Q28F07	PGA_scaffold201366__1_contigs__length_10653:4715-10477	GO:0003713; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0006479; GO:0007552; GO:0008170; GO:0008469; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035242; GO:0042054; GO:0043985; GO:0044020; GO:0045653; GO:0045893
Q28F07	PGA_scaffold201367__1_contigs__length_10653:176-5938	GO:0003713; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0006479; GO:0007552; GO:0008170; GO:0008469; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035242; GO:0042054; GO:0043985; GO:0044020; GO:0045653; GO:0045893
Q28F07	PGA_scaffold204414__1_contigs__length_10930:4751-10653	GO:0003713; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0006479; GO:0007552; GO:0008170; GO:0008469; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035242; GO:0042054; GO:0043985; GO:0044020; GO:0045653; GO:0045893
Q28F07	PGA_scaffold204415__1_contigs__length_10930:277-6179	GO:0003713; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0006479; GO:0007552; GO:0008170; GO:0008469; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035242; GO:0042054; GO:0043985; GO:0044020; GO:0045653; GO:0045893
Q28F07	PGA_scaffold204416__1_contigs__length_10653:4715-10477	GO:0003713; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0006479; GO:0007552; GO:0008170; GO:0008469; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035242; GO:0042054; GO:0043985; GO:0044020; GO:0045653; GO:0045893
Q28F07	PGA_scaffold204417__1_contigs__length_10653:176-5938	GO:0003713; GO:0005634; GO:0005829; GO:0006351; GO:0006355; GO:0006479; GO:0007552; GO:0008170; GO:0008469; GO:0016274; GO:0016571; GO:0018216; GO:0022008; GO:0031056; GO:0035242; GO:0042054; GO:0043985; GO:0044020; GO:0045653; GO:0045893
Q28GL2	PGA_scaffold184918__1_contigs__length_3753:3059-3224	GO:0000139; GO:0009306; GO:0012505; GO:0016021; GO:0046907
Q28GL2	PGA_scaffold184921__1_contigs__length_3975:3284-3449	GO:0000139; GO:0009306; GO:0012505; GO:0016021; GO:0046907
Q28GL2	PGA_scaffold184924__1_contigs__length_3753:529-694	GO:0000139; GO:0009306; GO:0012505; GO:0016021; GO:0046907
Q28GL2	PGA_scaffold184927__1_contigs__length_3975:526-691	GO:0000139; GO:0009306; GO:0012505; GO:0016021; GO:0046907
Q28GL2	PGA_scaffold189585__1_contigs__length_3753:3059-3224	GO:0000139; GO:0009306; GO:0012505; GO:0016021; GO:0046907
Q28GL2	PGA_scaffold189588__1_contigs__length_3975:3284-3449	GO:0000139; GO:0009306; GO:0012505; GO:0016021; GO:0046907
Q28GL2	PGA_scaffold189591__1_contigs__length_3753:529-694	GO:0000139; GO:0009306; GO:0012505; GO:0016021; GO:0046907
Q28GL2	PGA_scaffold189594__1_contigs__length_3975:526-691	GO:0000139; GO:0009306; GO:0012505; GO:0016021; GO:0046907
Q28HM1	PGA_scaffold52880__1_contigs__length_17400:1955-10245	GO:0000179; GO:0003677; GO:0003723; GO:0005737; GO:0005739; GO:0006351; GO:0006355
Q28I33	PGA_scaffold62425__1_contigs__length_17447:5204-15212	GO:0000271; GO:0005794; GO:0016021; GO:0016757
Q28ID3	PGA_scaffold12__71_contigs__length_50438331:21732212-21753446	GO:0005829; GO:0009055; GO:0015035; GO:0044571; GO:0045454; GO:0046872; GO:0051536; GO:0097428
Q28IE5	PGA_scaffold12__71_contigs__length_50438331:3013386-3014238	GO:0005737; GO:0006807; GO:0050152
Q28XE2	PGA_scaffold18__69_contigs__length_27737463:19597796-19608732	GO:0005634; GO:0005737; GO:0005783; GO:0006913; GO:0048471
Q28XY0	PGA_scaffold3__111_contigs__length_57743597:7291042-7302851	GO:0000375; GO:0000381; GO:0005634; GO:0006397; GO:0007275; GO:0080009
Q29042	PGA_scaffold51623__1_contigs__length_4467:978-1068	GO:0005576; GO:0005581; GO:0005886; GO:0030246; GO:0045087; GO:0046872
Q29042	PGA_scaffold53967__1_contigs__length_6884:7-358	GO:0005576; GO:0005581; GO:0005886; GO:0030246; GO:0045087; GO:0046872
Q29076	PGA_scaffold299768__1_contigs__length_5366:1128-3905	GO:0003700; GO:0005634; GO:0006351; GO:0043565; GO:0045892
Q29076	PGA_scaffold299769__1_contigs__length_5329:1128-3905	GO:0003700; GO:0005634; GO:0006351; GO:0043565; GO:0045892
Q29076	PGA_scaffold299770__1_contigs__length_5366:1461-4238	GO:0003700; GO:0005634; GO:0006351; GO:0043565; GO:0045892
Q29076	PGA_scaffold299771__1_contigs__length_5329:1424-4201	GO:0003700; GO:0005634; GO:0006351; GO:0043565; GO:0045892
Q29076	PGA_scaffold62581__1_contigs__length_4137:1586-2300	GO:0003700; GO:0005634; GO:0006351; GO:0043565; GO:0045892
Q29125	PGA_scaffold63144__1_contigs__length_70359:46120-46483	GO:0004867; GO:0005576
Q29293	PGA_scaffold44022__1_contigs__length_41140:29018-29734	GO:0000027; GO:0003723; GO:0003735; GO:0005730; GO:0006412; GO:0022625
Q29419	PGA_scaffold67580__1_contigs__length_24740:16165-18753	GO:0003677; GO:0005634; GO:0006351; GO:0006355; GO:0007275; GO:0046872
Q29428	PGA_scaffold137945__1_contigs__length_6398:52-181	GO:0004867; GO:0005576
Q29428	PGA_scaffold137946__1_contigs__length_5544:52-181	GO:0004867; GO:0005576
Q29428	PGA_scaffold137947__1_contigs__length_6398:6217-6346	GO:0004867; GO:0005576
Q29428	PGA_scaffold137948__1_contigs__length_5544:5363-5492	GO:0004867; GO:0005576
Q29428	PGA_scaffold141567__1_contigs__length_6398:6217-6346	GO:0004867; GO:0005576
Q29428	PGA_scaffold141568__1_contigs__length_5544:5363-5492	GO:0004867; GO:0005576
Q29428	PGA_scaffold141569__1_contigs__length_6398:52-181	GO:0004867; GO:0005576
Q29428	PGA_scaffold141570__1_contigs__length_5544:52-181	GO:0004867; GO:0005576
Q29448	PGA_scaffold91475__1_contigs__length_8544:2330-6813	GO:0000287; GO:0004419; GO:0005102; GO:0005743; GO:0005759; GO:0005777; GO:0006629; GO:0007005; GO:0030145; GO:0042803; GO:0046872; GO:0046951; GO:0051262
Q29448	PGA_scaffold91477__1_contigs__length_8544:1731-6214	GO:0000287; GO:0004419; GO:0005102; GO:0005743; GO:0005759; GO:0005777; GO:0006629; GO:0007005; GO:0030145; GO:0042803; GO:0046872; GO:0046951; GO:0051262
Q29448	PGA_scaffold91481__1_contigs__length_8555:2280-6748	GO:0000287; GO:0004419; GO:0005102; GO:0005743; GO:0005759; GO:0005777; GO:0006629; GO:0007005; GO:0030145; GO:0042803; GO:0046872; GO:0046951; GO:0051262
Q29448	PGA_scaffold91486__1_contigs__length_8555:1807-6275	GO:0000287; GO:0004419; GO:0005102; GO:0005743; GO:0005759; GO:0005777; GO:0006629; GO:0007005; GO:0030145; GO:0042803; GO:0046872; GO:0046951; GO:0051262
Q29448	PGA_scaffold94951__1_contigs__length_8544:2330-6813	GO:0000287; GO:0004419; GO:0005102; GO:0005743; GO:0005759; GO:0005777; GO:0006629; GO:0007005; GO:0030145; GO:0042803; GO:0046872; GO:0046951; GO:0051262
Q29448	PGA_scaffold94953__1_contigs__length_8555:2280-6748	GO:0000287; GO:0004419; GO:0005102; GO:0005743; GO:0005759; GO:0005777; GO:0006629; GO:0007005; GO:0030145; GO:0042803; GO:0046872; GO:0046951; GO:0051262
Q29448	PGA_scaffold94956__1_contigs__length_8544:1731-6214	GO:0000287; GO:0004419; GO:0005102; GO:0005743; GO:0005759; GO:0005777; GO:0006629; GO:0007005; GO:0030145; GO:0042803; GO:0046872; GO:0046951; GO:0051262
Q29448	PGA_scaffold94958__1_contigs__length_8555:1807-6275	GO:0000287; GO:0004419; GO:0005102; GO:0005743; GO:0005759; GO:0005777; GO:0006629; GO:0007005; GO:0030145; GO:0042803; GO:0046872; GO:0046951; GO:0051262
Q29476	PGA_scaffold134250__1_contigs__length_3675:466-1619	GO:0004062; GO:0005737; GO:0006584; GO:0008202
Q29476	PGA_scaffold134252__1_contigs__length_3675:2056-3209	GO:0004062; GO:0005737; GO:0006584; GO:0008202
Q29476	PGA_scaffold160773__1_contigs__length_3675:466-1619	GO:0004062; GO:0005737; GO:0006584; GO:0008202
Q29476	PGA_scaffold160775__1_contigs__length_3675:2056-3209	GO:0004062; GO:0005737; GO:0006584; GO:0008202
Q29476	PGA_scaffold298285__1_contigs__length_23557:5236-7228	GO:0004062; GO:0005737; GO:0006584; GO:0008202
Q29476	PGA_scaffold298287__1_contigs__length_23557:16329-18321	GO:0004062; GO:0005737; GO:0006584; GO:0008202
Q29476	PGA_scaffold4__129_contigs__length_65288255:52946889-52953879	GO:0004062; GO:0005737; GO:0006584; GO:0008202
Q29496	PGA_scaffold28605__1_contigs__length_4657:21-2230	GO:0004497; GO:0005506; GO:0005789; GO:0020037; GO:0031090; GO:0070330
Q29496	PGA_scaffold44402__1_contigs__length_5149:495-5128	GO:0004497; GO:0005506; GO:0005789; GO:0020037; GO:0031090; GO:0070330
Q29529	PGA_scaffold64143__1_contigs__length_2352:825-1203	GO:0004090; GO:0005759
Q29550	PGA_scaffold16640__1_contigs__length_11658:6266-9555	GO:0005788; GO:0052689
Q297K8	PGA_scaffold3__111_contigs__length_57743597:10734656-10740811	GO:0001555; GO:0004129; GO:0005789; GO:0006887; GO:0007029; GO:0007296; GO:0008407; GO:0016021; GO:0022416; GO:0022904; GO:0051686
Q299G2	PGA_scaffold4__129_contigs__length_65288255:51259635-51268609	GO:0001745; GO:0006909; GO:0007411; GO:0008360; GO:0022416; GO:0030031; GO:0030866; GO:0031209; GO:0033627; GO:0045177; GO:0050807
Q29AK2	PGA_scaffold6__104_contigs__length_61759565:43249437-43251201	GO:0004222; GO:0005737; GO:0006338; GO:0007052; GO:0007076; GO:0007100; GO:0007155; GO:0007420; GO:0007444; GO:0008233; GO:0008354; GO:0008406; GO:0016020; GO:0019915; GO:0022900; GO:0045842; GO:0046872; GO:0051298; GO:0051301; GO:1902769
Q29IK4	PGA_scaffold4__129_contigs__length_65288255:38443077-38463133	GO:0003735; GO:0005739; GO:0005762; GO:0006412
Q29J90	PGA_scaffold6__104_contigs__length_61759565:6584794-6585931	GO:0004930; GO:0005886; GO:0005919; GO:0007186; GO:0007419; GO:0008366; GO:0016021; GO:0019991; GO:0030866; GO:0035095; GO:0048148; GO:0048149; GO:0060857
Q29R99	PGA_scaffold49425__1_contigs__length_16630:14949-16319	GO:0005739; GO:0009107; GO:0009249; GO:0016415; GO:0016874; GO:0033819
Q29RI9	PGA_scaffold39559__1_contigs__length_6552:2731-5784	GO:0005634; GO:0005739; GO:0006556; GO:0006730; GO:0019899; GO:0048269; GO:0048270; GO:0070062
Q29RL1	PGA_scaffold12__71_contigs__length_50438331:29714283-29723267	GO:0001534; GO:0003341; GO:0005737; GO:0031514; GO:0035082
Q29S22	PGA_scaffold20877__1_contigs__length_2845:0-408	GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0005737; GO:0006364; GO:0006397; GO:0008380; GO:0008625; GO:0010501; GO:0016020
Q29S22	PGA_scaffold60995__1_contigs__length_26877:2953-3589	GO:0003723; GO:0004004; GO:0005524; GO:0005730; GO:0005737; GO:0006364; GO:0006397; GO:0008380; GO:0008625; GO:0010501; GO:0016020
Q2EG98	PGA_scaffold279697__1_contigs__length_1266:556-1169	GO:0001581; GO:0005262; GO:0005509; GO:0005886; GO:0006812; GO:0030246; GO:0034703; GO:0043235; GO:0050915; GO:0050982; GO:0070062; GO:0071468
