#
# Output is generated by GenSAS 7.x-5.0
#
#name     : mRNA
#start    : Start of alignment in subject
#end      : End of alignment in subject
#m_start  : Start of alignment in query
#m_end    : End of alignment in query
#al       : Alignment length
#score    : Row score of the match
#evalue   : E value of the match
#identity : Percentage of identical matches
mame	start	end	score	Accession	match_desc	m_start	m_end	E-value	identity	al
19763-Caligus.00g095370.m01	464	524	117	XP_026822331.1	cytoplasmic tRNA 2-thiolation protein 2 isoform X1 [Rhopalosiphum maidis]	4	64	9.86404e-07	37.70	61
19763-Caligus.00g095400.m01	81	223	346	XP_023337528.1	uncharacterized protein LOC111708396 [Eurytemora affinis]	30	177	1.33441e-36	41.89	148
19763-Caligus.00g095410.m01	909	1055	310	XP_013385929.1	uncharacterized protein K02A2.6-like [Lingula anatina]	15	156	4.44936e-31	43.24	148
19763-Caligus.00g095490.m01	11	148	169	XP_003744201.1	PREDICTED: uncharacterized protein LOC100902024 [Galendromus occidentalis]	10	147	2.56718e-12	31.91	141
19763-Caligus.00g095510.m01	8	64	155	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	2	58	1.623e-11	54.39	57
19763-Caligus.00g095520.m01	209	278	233	XP_014780575.1	PREDICTED: uncharacterized protein LOC106876512 [Octopus bimaculoides]	5	74	3.48433e-23	58.57	70
19763-Caligus.00g095530.m01	1	137	262	XP_025202389.1	zinc finger BED domain-containing protein 5-like [Melanaphis sacchari]	1	136	2.57148e-27	38.41	138
19763-Caligus.00g095590.m01	1	95	465	XP_008480260.1	putative ATP-dependent RNA helicase me31b [Diaphorina citri]	1	95	2.4901e-56	88.42	95
19763-Caligus.00g095600.m01	182	441	1158	XP_023232449.1	putative ATP-dependent RNA helicase me31b [Centruroides sculpturatus]	1	251	6.76151e-157	82.31	260
19763-Caligus.00g095610.m01	87	169	270	XP_023021908.1	fork head domain transcription factor slp2-like [Leptinotarsa decemlineata]	870	954	3.14915e-23	60.00	85
19763-Caligus.00g095630.m01	667	759	134	XP_023322700.1	Fanconi anemia group I protein-like [Eurytemora affinis]	38	121	1.00995e-07	31.58	95
19763-Caligus.00g095640.m01	1123	1305	263	XP_020908275.1	Fanconi anemia group I protein-like [Exaiptasia pallida]	40	214	4.84566e-24	33.33	186
19763-Caligus.00g095660.m01	345	799	544	XP_022168058.1	zinc finger MYM-type protein 1-like [Myzus persicae]	5	473	3.70312e-59	30.69	479
19763-Caligus.00g095670.m01	10	220	338	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	2	191	1.72788e-37	35.07	211
19763-Caligus.00g095680.m01	554	667	373	XP_001635976.1	predicted protein [Nematostella vectensis]	1	111	1.71301e-40	63.16	114
19763-Caligus.00g095690.m01	238	293	189	XP_017793474.1	PREDICTED: uncharacterized protein LOC108575239 [Habropoda laboriosa]	1	56	1.05016e-16	58.93	56
19763-Caligus.00g095700.m01	121	324	479	XP_023333052.1	synaptic functional regulator FMR1-like [Eurytemora affinis]	2	199	5.61507e-55	49.51	204
19763-Caligus.00g095720.m01	146	220	138	XP_023243692.1	uncharacterized protein LOC111641714 [Centruroides sculpturatus]	5	74	1.91741e-09	44.00	75
19763-Caligus.00g095750.m01	17	79	145	XP_014790681.1	PREDICTED: ATP-dependent DNA helicase PIF1-like [Octopus bimaculoides]	2	64	2.13383e-10	46.03	63
19763-Caligus.00g095780.m01	46	614	418	XP_006825930.1	PREDICTED: RNA-directed DNA polymerase from mobile element jockey-like [Saccoglossus kowalevskii]	89	662	1.43028e-39	25.86	611
19763-Caligus.00g095790.m01	236	285	169	XP_022194532.1	limbic system-associated membrane protein [Nilaparvata lugens]	1	50	5.24144e-14	62.00	50
19763-Caligus.00g095820.m01	105	156	155	XP_015791128.1	lysosomal alpha-mannosidase [Tetranychus urticae]	2	53	5.0255e-12	63.46	52
19763-Caligus.00g095850.m01	8	64	155	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	2	58	2.09905e-11	54.39	57
19763-Caligus.00g095870.m01	12	126	145	XP_014484223.1	PREDICTED: uncharacterized protein LOC106749367 [Dinoponera quadriceps]	5	115	4.91854e-10	29.57	115
19763-Caligus.00g095880.m01	67	231	156	XP_023326447.1	nuclear factor related to kappa-B-binding protein-like isoform X2 [Eurytemora affinis]	57	224	7.5807e-09	30.00	170
19763-Caligus.00g095890.m01	30	229	536	XP_002404942.1	hypothetical protein IscW_ISCW020410 [Ixodes scapularis]	4	202	5.89385e-65	52.94	204
19763-Caligus.00g095920.m01	3	224	148	XP_023343339.1	nuclear pore complex protein Nup153-like isoform X2 [Eurytemora affinis]	6	184	5.66582e-09	29.96	227
19763-Caligus.00g095950.m01	423	493	232	XP_024084734.1	testisin isoform X1 [Cimex lectularius]	1	72	3.04263e-22	61.64	73
19763-Caligus.00g096000.m01	228	283	119	XP_018907680.1	PREDICTED: irregular chiasm C-roughest protein isoform X1 [Bemisia tabaci]	2	58	5.31632e-07	43.86	57
19763-Caligus.00g096040.m01	178	316	242	XP_025207725.1	zinc finger BED domain-containing protein 5-like, partial [Melanaphis sacchari]	1	117	4.89191e-22	38.85	139
19763-Caligus.00g096070.m01	15	170	167	XP_011699262.1	PREDICTED: putative uncharacterized protein FLJ37770, partial [Wasmannia auropunctata]	14	171	2.27911e-12	32.28	158
19763-Caligus.00g096170.m01	383	502	465	XP_005179162.1	PREDICTED: leupaxin isoform X6 [Musca domestica]	2	121	5.21624e-54	66.67	120
19763-Caligus.00g096190.m01	1	103	194	XP_015378576.1	PREDICTED: uncharacterized protein LOC107172793, partial [Diuraphis noxia]	1	103	1.72898e-16	42.31	104
19763-Caligus.00g096220.m01	53	173	468	XP_015604617.1	histone-lysine N-methyltransferase SETMAR-like [Cephus cinctus]	1	119	1.3439e-57	71.90	121
19763-Caligus.00g096290.m01	150	244	168	XP_023243692.1	uncharacterized protein LOC111641714 [Centruroides sculpturatus]	3	97	1.69317e-13	37.89	95
19763-Caligus.00g096320.m01	382	560	447	XP_023325905.1	KAT8 regulatory NSL complex subunit 3-like isoform X1 [Eurytemora affinis]	1	177	2.10502e-48	49.44	180
19763-Caligus.00g096350.m01	90	231	225	XP_014759738.1	uncharacterized protein Dana_GF26712 [Drosophila ananassae]	1	117	1.12269e-21	37.32	142
19763-Caligus.00g096360.m01	1	118	440	XP_018328365.1	60S ribosomal protein L26 [Agrilus planipennis]	1	118	2.38573e-54	73.73	118
19763-Caligus.00g096370.m01	1	130	532	XP_003117944.1	CRE-APS-2 protein [Caenorhabditis remanei]	1	130	8.92972e-69	76.15	130
19763-Caligus.00g096380.m01	218	369	412	XP_011707025.1	PREDICTED: uncharacterized protein LOC105462195 [Wasmannia auropunctata]	2	153	1.53662e-47	48.03	152
19763-Caligus.00g096390.m01	70	119	147	XP_018897739.1	PREDICTED: monocarboxylate transporter 2 isoform X1 [Bemisia tabaci]	80	129	1.04267e-09	52.00	50
19763-Caligus.00g096400.m01	480	564	174	XP_023213971.1	general transcription factor II-I repeat domain-containing protein 2A-like [Centruroides sculpturatus]	20	104	9.03366e-14	37.65	85
19763-Caligus.00g096410.m01	333	404	194	XP_024085840.1	zinc finger BED domain-containing protein 5-like [Cimex lectularius]	15	86	1.14275e-16	52.78	72
19763-Caligus.00g096430.m01	1	96	482	XP_003117944.1	CRE-APS-2 protein [Caenorhabditis remanei]	1	96	6.75237e-62	91.67	96
19763-Caligus.00g096450.m01	19	262	200	XP_015794241.1	histone-lysine N-methyltransferase SETMAR-like [Tetranychus urticae]	19	251	9.65617e-16	30.36	247
19763-Caligus.00g096480.m01	459	571	371	XP_001689398.2	AGAP000795-PA [Anopheles gambiae str. PEST]	1	112	3.91996e-40	57.52	113
19763-Caligus.00g096530.m01	138	203	174	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	1	66	4.85099e-15	46.97	66
19763-Caligus.00g096550.m01	1	137	136	XP_026737518.1	protein GVQW3-like [Trichoplusia ni]	1	114	4.09389e-07	27.74	137
19763-Caligus.00g096560.m01	75	348	533	XP_014480046.1	PREDICTED: uncharacterized protein LOC106747214 [Dinoponera quadriceps]	32	278	8.92549e-64	40.88	274
19763-Caligus.00g096570.m01	112	197	219	XP_014791233.1	PREDICTED: uncharacterized protein LOC106884392 [Octopus bimaculoides]	3	88	7.53257e-21	48.84	86
19763-Caligus.00g096590.m01	459	572	375	XP_001689398.2	AGAP000795-PA [Anopheles gambiae str. PEST]	1	113	1.28818e-40	57.89	114
19763-Caligus.00g096600.m01	656	758	177	XP_023324166.1	LOW QUALITY PROTEIN: monocarboxylate transporter 12-B-like [Eurytemora affinis]	63	195	1.80284e-12	38.52	135
19763-Caligus.00g096610.m01	200	275	281	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	76	8.9315e-29	60.53	76
19763-Caligus.00g096620.m01	16	120	209	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	105	1.84632e-18	43.81	105
19763-Caligus.00g096630.m01	213	271	175	XP_014780575.1	PREDICTED: uncharacterized protein LOC106876512 [Octopus bimaculoides]	50	108	4.04147e-14	54.24	59
19763-Caligus.00g096640.m01	15	121	215	XP_003370059.1	conserved hypothetical protein [Trichinella spiralis]	6	112	5.03837e-19	40.19	107
19763-Caligus.00g096670.m01	15	133	216	XP_003370059.1	conserved hypothetical protein [Trichinella spiralis]	6	125	5.13515e-19	39.17	120
19763-Caligus.00g096690.m01	1006	1413	794	XP_023338559.1	uncharacterized protein LOC111709179 [Eurytemora affinis]	3	408	4.62221e-92	37.23	411
19763-Caligus.00g096710.m01	16	118	197	XP_003368366.1	zinc finger protein [Trichinella spiralis]	1	107	4.39804e-18	42.06	107
19763-Caligus.00g096730.m01	8	64	150	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	2	58	6.61379e-11	52.63	57
19763-Caligus.00g096740.m01	10	120	139	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	2	83	1.49779e-09	30.63	111
19763-Caligus.00g096780.m01	170	340	567	XP_022908931.1	cathepsin L-like [Onthophagus taurus]	1	170	7.34409e-71	67.25	171
19763-Caligus.00g096790.m01	202	326	220	XP_023336399.1	Golgi-associated PDZ and coiled-coil motif-containing protein-like [Eurytemora affinis]	19	127	1.3692e-19	45.24	126
19763-Caligus.00g096840.m01	16	79	150	XP_025153568.1	uncharacterized protein LOC109503697 [Harpegnathos saltator]	2	65	3.10895e-11	45.31	64
19763-Caligus.00g096850.m01	90	303	409	XP_003744201.1	PREDICTED: uncharacterized protein LOC100902024 [Galendromus occidentalis]	2	213	2.46304e-46	37.85	214
19763-Caligus.00g096860.m01	90	303	409	XP_003744201.1	PREDICTED: uncharacterized protein LOC100902024 [Galendromus occidentalis]	2	213	2.46304e-46	37.85	214
19763-Caligus.00g096870.m01	233	284	185	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	86	137	9.22674e-15	55.77	52
19763-Caligus.00g096880.m01	90	198	195	XP_018494596.1	PREDICTED: uncharacterized protein LOC100903026 [Galendromus occidentalis]	1	108	1.01321e-16	39.45	109
19763-Caligus.00g096920.m01	83	272	389	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	14	197	7.23373e-44	43.16	190
19763-Caligus.00g096930.m01	8	85	155	XP_019886946.1	PREDICTED: uncharacterized protein LOC109610920 [Ooceraea biroi]	2	73	1.623e-11	43.59	78
19763-Caligus.00g096940.m01	258	320	198	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	1	62	1.06143e-17	55.56	63
19763-Caligus.00g096950.m01	122	196	128	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	7	86	9.88785e-08	35.00	80
19763-Caligus.00g096960.m01	272	323	188	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	1	52	1.6396e-16	59.62	52
19763-Caligus.00g096990.m01	3	54	222	XP_011559602.1	PREDICTED: histone deacetylase 3 [Plutella xylostella]	8	59	4.43247e-21	71.15	52
19763-Caligus.00g097000.m01	207	416	582	XP_019871789.1	PREDICTED: LOW QUALITY PROTEIN: histone deacetylase 3-like [Aethina tumida]	1	209	2.20663e-71	55.92	211
19763-Caligus.00g097010.m01	177	362	169	XP_021354887.1	transcription termination factor 4, mitochondrial-like [Mizuhopecten yessoensis]	64	255	5.47082e-11	25.00	192
19763-Caligus.00g097020.m01	6	213	344	XP_022253833.1	N-acetyltransferase 6-like isoform X1 [Limulus polyphemus]	8	228	4.54473e-37	39.91	223
19763-Caligus.00g097030.m01	418	901	1649	XP_023719232.1	cohesin subunit SA-2 isoform X1 [Cryptotermes secundus]	1	490	0	62.83	495
19763-Caligus.00g097040.m01	165	387	757	XP_023719232.1	cohesin subunit SA-2 isoform X1 [Cryptotermes secundus]	105	327	1.20307e-88	72.77	224
19763-Caligus.00g097070.m01	20	295	517	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	2	276	1.92457e-61	41.58	279
19763-Caligus.00g097100.m01	34	272	654	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	13	251	2.79398e-82	53.97	239
19763-Caligus.00g097110.m01	86	210	312	XP_014791233.1	PREDICTED: uncharacterized protein LOC106884392 [Octopus bimaculoides]	1	126	5.98875e-34	49.21	126
19763-Caligus.00g097120.m01	44	295	457	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	15	275	1.63414e-52	40.15	264
19763-Caligus.00g097130.m01	66	141	246	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	1	76	1.7058e-25	52.63	76
19763-Caligus.00g097140.m01	20	295	517	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	2	276	1.92457e-61	41.58	279
19763-Caligus.00g097200.m01	210	278	303	XP_017793474.1	PREDICTED: uncharacterized protein LOC108575239 [Habropoda laboriosa]	1	69	4.62474e-33	69.57	69
19763-Caligus.00g097210.m01	83	189	361	XP_018360127.1	PREDICTED: uncharacterized protein LOC108759269 [Trachymyrmex cornetzi]	1	107	1.55637e-42	61.68	107
19763-Caligus.00g097220.m01	314	768	394	XP_021967447.1	uncharacterized protein LOC110862546 [Folsomia candida]	73	546	3.67678e-38	27.20	489
19763-Caligus.00g097230.m01	1412	1488	146	XP_026739282.1	uncharacterized protein LOC113502101 [Trichoplusia ni]	7	77	2.21777e-10	44.16	77
19763-Caligus.00g097250.m01	139	248	144	XP_015766421.1	PREDICTED: uncharacterized protein LOC107345227 [Acropora digitifera]	4	106	1.46294e-09	31.82	110
19763-Caligus.00g097260.m01	94	231	367	XP_013062775.1	PREDICTED: redox-regulatory protein FAM213A-like [Biomphalaria glabrata]	6	145	1.97336e-42	47.14	140
19763-Caligus.00g097270.m01	198	278	233	XP_014780575.1	PREDICTED: uncharacterized protein LOC106876512 [Octopus bimaculoides]	19	99	1.1784e-22	54.32	81
19763-Caligus.00g097300.m01	66	141	284	XP_014772885.1	PREDICTED: uncharacterized protein LOC106871098 [Octopus bimaculoides]	1	76	4.48121e-30	65.79	76
19763-Caligus.00g097310.m01	6	91	205	XP_014254068.1	protein son of sevenless isoform X1 [Cimex lectularius]	2	85	1.30536e-17	54.65	86
19763-Caligus.00g097320.m01	181	314	325	XP_023723290.1	protein son of sevenless [Cryptotermes secundus]	1	124	8.30871e-34	57.46	134
19763-Caligus.00g097340.m01	632	754	399	XP_023723290.1	protein son of sevenless [Cryptotermes secundus]	1	121	9.16317e-44	62.60	123
19763-Caligus.00g097350.m01	964	1049	292	XP_023332627.1	son of sevenless homolog 1-like [Eurytemora affinis]	1	86	8.81727e-30	66.28	86
19763-Caligus.00g097360.m01	45	513	307	XP_020914280.1	uncharacterized protein LOC110251868, partial [Exaiptasia pallida]	196	705	1.26494e-26	25.42	531
19763-Caligus.00g097430.m01	83	296	437	XP_025997123.1	uncharacterized protein LOC113005585, partial [Solenopsis invicta]	14	221	1.38139e-50	42.99	214
19763-Caligus.00g097460.m01	455	569	497	XP_023337612.1	protein transport protein Sec23A-like [Eurytemora affinis]	1	115	1.06419e-57	75.65	115
19763-Caligus.00g097470.m01	306	407	459	XP_008195413.1	PREDICTED: protein transport protein Sec23A isoform X1 [Tribolium castaneum]	1	102	1.20726e-52	78.43	102
19763-Caligus.00g097480.m01	3	49	117	XP_022096018.1	protein transport protein Sec23A-like [Acanthaster planci]	5	51	6.47701e-07	61.22	49
19763-Caligus.00g097490.m01	4	294	928	XP_015188393.1	PREDICTED: serine/threonine-protein phosphatase 2A 65 kDa regulatory subunit A alpha isoform isoform X1 [Polistes dominula]	6	281	3.58766e-120	66.44	298
19763-Caligus.00g097500.m01	28	138	171	XP_023327435.1	uncharacterized protein LOC111700673 isoform X1 [Eurytemora affinis]	29	132	1.08194e-10	43.36	113
19763-Caligus.00g097520.m01	1	98	178	XP_008206909.1	PREDICTED: macrophage erythroblast attacher isoform X2 [Nasonia vitripennis]	1	98	1.96406e-14	46.94	98
19763-Caligus.00g097530.m01	15	320	288	XP_015833478.1	PREDICTED: ceramide phosphoethanolamine synthase isoform X2 [Tribolium castaneum]	11	290	1.94467e-27	27.74	310
19763-Caligus.00g097550.m01	282	512	395	XP_025195041.1	general transcription factor II-I repeat domain-containing protein 2-like [Melanaphis sacchari]	2	224	1.21037e-42	41.81	232
19763-Caligus.00g097600.m01	7	171	302	XP_025198504.1	uncharacterized protein LOC112596891 [Melanaphis sacchari]	5	171	2.21066e-30	40.48	168
19763-Caligus.00g097630.m01	25	227	785	XP_023327258.1	glycine receptor subunit alpha-2-like [Eurytemora affinis]	13	217	5.68164e-102	78.05	205
19763-Caligus.00g097660.m01	16	117	225	XP_015113023.1	PREDICTED: uncharacterized protein LOC107038442 [Diachasma alloeum]	2	103	7.60965e-23	41.18	102
19763-Caligus.00g097670.m01	96	295	424	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	199	1.02379e-48	43.50	200
19763-Caligus.00g097700.m01	232	518	821	XP_020290595.1	puff-specific protein Bx42 [Pseudomyrmex gracilis]	1	267	1.27883e-104	69.55	289
19763-Caligus.00g097710.m01	8	176	421	XP_023331447.1	protein tyrosine phosphatase type IVA 3-like isoform X1 [Eurytemora affinis]	1	152	3.31834e-51	67.82	174
19763-Caligus.00g097720.m01	225	333	134	XP_026326007.1	GPI mannosyltransferase 2 [Hyposmocoma kahamanoa]	1	115	5.38046e-08	29.57	115
19763-Caligus.00g097760.m01	166	220	130	XP_018311841.1	PREDICTED: uncharacterized protein LOC108727992 [Trachymyrmex zeteki]	1	55	7.20347e-09	45.45	55
19763-Caligus.00g097790.m01	68	182	187	XP_011706123.1	PREDICTED: putative uncharacterized protein FLJ37770, partial [Wasmannia auropunctata]	29	142	2.8879e-15	35.90	117
19763-Caligus.00g097820.m01	659	823	333	XP_023323337.1	tubulin polyglutamylase TTLL4-like [Eurytemora affinis]	10	182	2.38452e-33	42.29	175
19763-Caligus.00g097830.m01	226	523	792	XP_023323337.1	tubulin polyglutamylase TTLL4-like [Eurytemora affinis]	66	349	4.93995e-95	52.65	302
19763-Caligus.00g097840.m01	138	269	166	XP_014474868.1	PREDICTED: ribonuclease Oy [Dinoponera quadriceps]	39	177	6.96248e-12	32.37	139
19763-Caligus.00g097850.m01	32	91	128	XP_013171331.1	PREDICTED: uncharacterized protein LOC106120517 isoform X2 [Papilio xuthus]	65	124	3.52349e-07	41.67	60
19763-Caligus.00g097870.m01	722	888	202	XP_018353726.1	PREDICTED: uncharacterized protein LOC108755300 [Trachymyrmex septentrionalis]	10	170	1.60241e-16	32.34	167
19763-Caligus.00g097960.m01	169	217	131	XP_018307614.1	PREDICTED: uncharacterized protein LOC108725224 [Trachymyrmex zeteki]	1	49	5.01525e-09	48.98	49
19763-Caligus.00g098010.m01	16	118	192	XP_014775258.1	PREDICTED: uncharacterized protein LOC106872695 [Octopus bimaculoides]	1	103	2.07208e-16	41.75	103
19763-Caligus.00g098030.m01	13	119	169	XP_011135173.1	uncharacterized protein LOC105180667 [Harpegnathos saltator]	5	107	4.8835e-13	35.19	108
19763-Caligus.00g098040.m01	169	224	153	XP_018307614.1	PREDICTED: uncharacterized protein LOC108725224 [Trachymyrmex zeteki]	1	56	4.1657e-12	50.00	56
19763-Caligus.00g098080.m01	1337	1400	150	XP_015524020.1	PREDICTED: uncharacterized protein LOC107227405 [Neodiprion lecontei]	4	68	5.14765e-11	47.69	65
19763-Caligus.00g098090.m01	431	519	269	XP_023332642.1	protein SDA1 homolog [Eurytemora affinis]	18	107	3.43578e-26	63.33	90
19763-Caligus.00g098100.m01	20	456	966	XP_013776466.1	LOW QUALITY PROTEIN: protein SDA1 homolog [Limulus polyphemus]	21	450	5.3663e-122	51.25	439
19763-Caligus.00g098130.m01	175	298	265	XP_023222447.1	sodium- and chloride-dependent glycine transporter 2-like isoform X3 [Centruroides sculpturatus]	7	131	1.4613e-25	49.60	125
19763-Caligus.00g098190.m01	86	142	298	XP_023323826.1	phosphatidylinositol 4-kinase type 2-beta-like isoform X2 [Eurytemora affinis]	1	57	6.29521e-32	85.96	57
19763-Caligus.00g098200.m01	238	782	1399	XP_023320187.1	probable RNA-binding protein 19 [Eurytemora affinis]	1	536	0	55.25	552
19763-Caligus.00g098210.m01	221	316	256	XP_003092114.1	hypothetical protein CRE_22126 [Caenorhabditis remanei]	1	96	1.82056e-25	48.45	97
19763-Caligus.00g098230.m01	396	439	120	XP_023341253.1	uncharacterized protein LOC111711197 [Eurytemora affinis]	7	52	3.72832e-07	60.87	46
19763-Caligus.00g098240.m01	22	214	362	XP_023342825.1	zinc finger and BTB domain-containing protein 17-like isoform X2 [Eurytemora affinis]	1	176	3.0128e-38	42.56	195
